"R0000100","R0004500","R0005500","R0005700","R0005900","R0006000","R0006800","R0007200","R0007500","R0009100","R0011600","R0011800","R0012800","R0013700","R0014100","R0441100","R0443000","R0443300","R0443900","R0444300","R0444400","R0444500","R0444600","R0446200","R0446500","R0450100","R0457200","R0492100","R0492300","R0492500","R0492700","R0492900","R0493100","R0493300","R0493500","R0493700","R0493900","R0494100","R0499200","R0527200","R0527500","R0529400"
123,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
124,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
125,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,3,3,3,2,2,2,2,3,2,3,3,0,0,0,-4
126,-4,1,1,1,0,0,-4,0,6,0,3,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
127,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,2,4,4,3,2,4,2,4,3,3,0,0,1,1
128,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
129,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4,-4,2,0,-4,1,3,4,3,4,2,2,2,4,4,2,3,0,0,0,0
130,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
131,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,1,-4,3,4,2,4,1,4,2,1,3,3,3,0,0,1,1
132,2,-4,-4,-4,-4,-4,-4,-4,6,2,0,1,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,3,2,1,1,2,2,2,4,2,0,0,1,1
133,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,1,2,2,2,1,1,1,2,2,2,0,1,0,1
134,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,2,3,1,1,1,1,1,1,1,4,1,0,1,1,1
135,-4,0,1,1,1,0,-4,0,-4,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,1,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,1,1
136,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,3,1,2,1,2,1,2,1,1,2,1,3,0,0,0,1
137,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,2,1,1,2,2,1,2,3,2,3,1,3,1,0,0,1
138,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,2,2,1,1,3,1,1,1,4,3,0,0,0,0
139,-4,0,1,0,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,2,3,2,1,1,2,1,2,4,4,1,0,0,1,0
140,-4,0,0,-4,1,0,-4,0,2,4,5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
141,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,3,1,-4,-4,1,4,1,1,1,4,1,1,1,2,1,0,0,0,0
142,2,-4,-4,-4,-4,-4,-4,-4,6,7,5,2,-4,-4,-4,0,-4,0,3,3,3,3,-4,1,-4,1,1,4,4,1,3,4,2,2,3,2,1,0,0,0,1
143,-4,0,1,6,0,0,-4,0,3,6,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
144,2,-4,-4,-4,-4,-4,-4,-4,6,1,0,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,3,2,2,3,3,2,2,1,3,4,3,0,0,0,1
145,3,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
146,-4,0,1,0,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
147,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,3,2,4,1,2,4,1,2,3,3,1,3,0,0,1,1
148,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,0,0,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,3,3,2,2,1,1,2,1,1,2,3,1,0,0,1,0
149,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,4,3,4,1,3,2,1,3,1,2,0,0,1,0
150,-4,1,1,3,0,0,-4,1,2,3,5,1,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,2,1,2,2,2,2,1,3,1,2,1,0,1,0
151,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,2,1,2,1,4,1,2,3,3,2,0,0,0,-4
152,-4,1,1,7,0,0,-4,0,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,1
153,2,-4,-4,-4,-4,-4,-4,-4,6,7,0,1,-4,-4,-4,0,-4,1,1,1,3,2,-4,1,-4,-4,2,3,1,1,2,2,1,2,4,1,1,0,0,0,0
154,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,1,2,2,3,2,-4,1,-4,1,2,4,4,1,1,3,3,3,1,4,3,0,0,0,0
155,-4,0,1,0,1,0,-4,0,6,3,5,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,1,1,2,2,2,4,1,2,4,4,1,0,0,0,0
156,2,-4,-4,-4,-4,-4,-4,-4,6,7,5,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,-4,3,1,2,1,2,1,1,2,2,3,4,1,0,0,1,0
157,-4,1,1,-2,1,0,-4,0,6,5,3,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,-4,3,4,3,4,2,3,2,2,4,2,3,1,0,1,0
158,2,-4,-4,-4,-4,-4,-4,-4,6,6,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
159,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,1,1,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,1,2,1,3,2,2,2,3,2,3,2,0,0,0,0
160,-4,1,1,-2,1,0,-4,0,2,3,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
161,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
162,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
163,-4,1,1,6,0,0,-4,0,2,3,0,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
164,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,3,3,4,4,3,1,3,2,4,4,4,2,0,0,0,-4
165,-4,1,1,11,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
166,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,2,3,2,2,4,3,1,3,3,3,2,3,1,0,0,0
167,2,-4,-4,-4,-4,-4,-4,-4,6,2,4,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
168,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,1,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,1,4,1,4,4,1,1,1,1,1,1,0,0,1,1
169,2,-4,-4,-4,-4,-4,-4,-4,6,4,3,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,4,4,1,1,1,1,1,1,4,4,4,0,0,1,0
170,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,1,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,4,1,1,4,4,1,1,1,4,1,1,1,1,1
171,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
172,-4,1,1,9,1,0,-4,0,6,0,0,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
173,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,1,1,1,1,1,1,1,3,4,1,0,0,0,1
174,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,0,-4,1,4,4,4,4,3,2,-4,3,3,4,0,0,0,-4
175,-4,1,0,-4,0,0,-4,0,1,-4,-4,-4,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,3,1,1,1,1,1,1,4,2,4,1,1,0,0,1,0
176,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,1,0,0,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,1,1,2,2,1,1,2,1,3,1,2,0,0,1,-4
177,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,3,2,2,3,3,2,2,3,3,2,0,0,0,0
178,-4,0,1,2,0,0,-4,0,6,-4,-4,-4,0,0,-4,-4,-4,1,-4,-4,-4,-4,2,0,-4,3,-4,2,1,1,2,2,1,1,-4,1,2,0,0,1,0
179,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,3,2,2,4,1,2,2,1,3,3,2,0,0,1,0
180,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
181,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,1
182,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,1,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,3,1,2,3,1,1,1,3,3,4,2,0,0,1,0
183,2,-4,-4,-4,-4,-4,-4,-4,6,1,4,2,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,2,2,2,1,1,2,1,2,2,2,2,0,0,0,-4
184,1,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
185,2,-4,-4,-4,-4,-4,-4,-4,6,4,1,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,3,3,2,2,2,2,1,3,3,2,0,0,0,1
186,2,-4,-4,-4,-4,-4,-4,-4,6,4,1,1,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,1,2,1,1,2,1,1,1,2,3,2,0,1,0,0
187,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
188,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,1,0,1,0,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,3,1,3,1,1,1,1,2,3,2,3,0,0,0,0
189,2,-4,-4,-4,-4,-4,-4,-4,6,3,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
190,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
191,2,-4,-4,-4,-4,-4,-4,-4,6,5,4,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
192,-4,1,1,0,0,0,-4,0,6,5,2,2,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,1,-4,3,-4,2,2,1,1,4,-4,1,3,-4,-4,0,0,1,1
193,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
194,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,1,1,2,1,2,2,1,2,2,3,3,2,0,0,1,0
195,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,1,-4,-4,-4,1,-4,1,2,1,3,1,-4,1,-4,1,4,2,4,4,3,3,4,4,4,3,3,0,0,0,0
196,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,3,4,3,4,4,3,3,3,3,4,4,4,1,0,1,0
197,-4,0,1,8,0,0,-4,0,2,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,2,1,1,1,1,1,2,1,3,1,0,0,1,0
198,-4,1,0,-4,0,1,2,0,6,-4,-4,-4,0,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,2,3,1,1,2,1,2,3,3,2,0,0,1,1
199,-4,0,1,13,0,0,-4,0,2,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,1,1,2,1,3,2,1,1,1,1,0,0,1,0
200,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,3,1,1,2,1,1,2,1,3,2,2,0,0,1,1
201,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,3,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0
202,-4,0,1,0,0,0,-4,0,6,8,5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
203,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
204,1,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1
205,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,1,1,2,2,1,2,1,3,2,3,0,0,1,0
206,-4,0,0,-4,1,0,-4,0,2,8,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
207,-4,1,1,1,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
208,-4,0,0,-4,0,0,-4,0,6,2,5,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,2,2,2,2,3,2,2,2,1,1,2,0,0,0,0
209,-4,1,1,9,0,0,-4,0,2,3,1,2,-4,-4,-4,1,-4,0,-4,-4,-4,-4,1,1,-4,1,3,4,4,1,1,1,4,3,1,2,1,1,0,1,0
210,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,3,0,1,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,1,1,4,2,1,4,2,1,1,4,4,3,0,0,1,0
211,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,3,3,2,2,2,1,2,1,3,3,3,0,0,1,1
212,2,-4,-4,-4,-4,-4,-4,-4,6,3,6,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
213,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0,-4,3,2,2,4,3,4,2,2,3,2,1,1,1,0,0,1
214,2,-4,-4,-4,-4,-4,-4,-4,4,-4,-4,-4,0,1,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,3,2,1,2,4,2,1,1,2,3,4,2,0,0,0,1
215,-4,0,1,1,0,0,-4,0,6,3,4,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
216,-4,0,1,3,1,0,-4,0,6,5,3,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,2,1,3,4,2,3,2,2,3,1,3,0,0,0,0
217,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,-4,2,4,4,2,3,3,3,4,4,0,0,0,0
218,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,3,1,3,4,1,3,2,1,3,3,2,0,0,1,1
219,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
220,2,-4,-4,-4,-4,-4,-4,-4,6,2,0,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,3,1,3,3,2,3,3,1,3,3,4,1,1,0,-4
221,2,-4,-4,-4,-4,-4,-4,-4,6,4,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
222,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,2,1,1,4,3,1,1,4,3,1,3,1,0,1,0
223,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,2,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,3,1,2,2,4,4,2,3,3,4,3,0,1,0,0
224,-4,1,1,-2,0,1,1,0,6,7,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,1,2,4,1,3,1,1,3,1,2,0,0,1,0
225,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,3,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,2,1,4,2,1,4,3,2,1,3,3,3,1,0,0,0
226,2,-4,-4,-4,-4,-4,-4,-4,6,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,2,3,2,2,3,1,2,2,4,4,4,0,0,0,0
227,2,-4,-4,-4,-4,-4,-4,-4,6,5,1,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
228,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,3,1,3,1,3,1,4,1,3,4,1,2,0,0,0,1
229,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,-4,-4,-4,1,-4,-4,-4,-4,2,1,-4,3,2,4,1,1,1,1,3,2,1,4,2,0,0,1,1
230,-4,0,0,-4,0,0,-4,0,6,4,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,2,1,-4,3,3,1,3,4,2,1,2,1,4,3,3,1,0,0,0
231,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,4,1,1,1,1,1,1,1,1,4,1,0,0,1,1
232,2,-4,-4,-4,-4,-4,-4,-4,6,7,4,2,-4,-4,-4,0,-4,0,1,1,1,1,-4,1,-4,1,2,4,1,1,2,2,3,1,3,4,3,0,0,1,1
233,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,3,-4,-4,-4,0,-4,0,2,2,2,2,2,1,-4,1,1,4,4,3,3,4,1,2,3,1,1,1,0,0,1
234,-4,0,1,6,1,0,-4,0,6,3,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,1,2,3,1,2,1,2,3,2,0,0,1,0
235,-4,0,1,11,0,0,-4,0,6,5,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
236,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
237,-4,1,1,1,0,0,-4,0,2,3,5,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,1,2,3,1,2,3,2,2,1,3,2,2,0,0,1,0
238,-4,1,1,1,0,0,-4,0,5,0,-4,3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,1,2,1,2,1,1,1,1,2,2,3,2,0,0,0,1
240,2,-4,-4,-4,-4,-4,-4,-4,6,5,4,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,1,1,3,1,1,1,1,1,2,1,0,0,1,0
241,-4,0,1,-2,0,0,-4,1,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,3,2,2,1,2,2,1,3,3,0,0,0,0
242,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,4,2,4,4,1,1,1,1,1,1,0,0,0,1
243,-4,0,1,2,0,0,-4,1,6,3,4,3,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
244,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,2,1,1,1,1,1,1,1,3,3,3,0,0,1,0
245,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,1,1,3,1,3,1,1,1,1,3,2,2,0,0,0,-4
246,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
247,-4,1,1,0,1,0,-4,0,6,4,0,2,-4,-4,-4,-4,-4,0,2,2,3,2,1,1,-4,3,2,1,1,3,1,1,1,1,2,3,4,0,0,1,0
248,2,-4,-4,-4,-4,-4,-4,-4,6,1,2,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,1,1,-4,-4,2,2,2,1,2,2,2,2,2,3,2,1,1,1,1
249,-4,1,1,0,1,0,-4,0,2,4,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,1,2,3,1,1,2,3,1,1,1,1,1,0,0,1,-4
250,-4,1,1,-2,0,0,-4,0,1,3,2,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,-4,1,1,3,2,2,2,3,2,1,4,3,3,1,0,0,-4
251,3,-4,-4,-4,-4,-4,-4,-4,6,8,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
